Company Name,Exchange:Ticker,S&P Entity ID,Industry Classifications,Company Type,Exchanges [Primary Listing],Exchanges [Secondary Listings],Website,Geographic Region,Headquarters - Country,Offices,Primary Address
Quotient Technology Inc. (NYSE:QUOT),NYSE:QUOT,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.quotient.com,United States and Canada,United States,"Headquarters
400 Logue Avenue 
Mountain View, California    94043
United States
Main Phone: 650-605-4600

560 San Antonio Road
Suite 102 
Palo Alto, California    94306
United States
Main Phone: 650-858-2400
Main Fax: 650-213-8582","Headquarters
400 Logue Avenue 
Mountain View, California    94043
United States
Main Phone: 650-605-4600"
RadiSys Corporation (NasdaqGS:RSYS),NasdaqGS:RSYS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.radisys.com,United States and Canada,United States,"Headquarters
5435 NE Dawson Creek Drive 
Hillsboro, Oregon    97124
United States
Main Phone: 503-615-1100
Main Fax: 503-615-1115
Other Phone: 800-950-0044","Headquarters
5435 NE Dawson Creek Drive 
Hillsboro, Oregon    97124
United States
Main Phone: 503-615-1100
Main Fax: 503-615-1115
Other Phone: 800-950-0044"
Rambus Inc. (NasdaqGS:RMBS),NasdaqGS:RMBS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.rambus.com,United States and Canada,United States,"Headquarters
1050 Enterprise Way
Suite 700 
Sunnyvale, California    94089
United States
Main Phone: 408-462-8000
Main Fax: 408-462-8001

Delaware
United States","Headquarters
1050 Enterprise Way
Suite 700 
Sunnyvale, California    94089
United States
Main Phone: 408-462-8000
Main Fax: 408-462-8001"
"Rapid7, Inc. (NasdaqGM:RPD)",NasdaqGM:RPD,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.rapid7.com,United States and Canada,United States,"Headquarters
100 Summer Street
13th Floor 
Boston, Massachusetts    02110
United States
Main Phone: 617-247-1717
Main Fax: 617-507-6488","Headquarters
100 Summer Street
13th Floor 
Boston, Massachusetts    02110
United States
Main Phone: 617-247-1717
Main Fax: 617-507-6488"
"RealNetworks, Inc. (NasdaqGS:RNWK)",NasdaqGS:RNWK,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.realnetworks.com,United States and Canada,United States,"Headquarters
1501 First Avenue South
Suite 600 
Seattle, Washington    98134
United States
Main Phone: 206-674-2700
Main Fax: 206-674-2696","Headquarters
1501 First Avenue South
Suite 600 
Seattle, Washington    98134
United States
Main Phone: 206-674-2700
Main Fax: 206-674-2696"
"RealPage, Inc. (NasdaqGS:RP)",NasdaqGS:RP,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.realpage.com,United States and Canada,United States,"Headquarters
2201 Lakeside Boulevard 
Richardson, Texas    75082
United States
Main Phone: 972-820-3000
Main Fax: 972-820-3036
Other Phone: 877-325-7243","Headquarters
2201 Lakeside Boulevard 
Richardson, Texas    75082
United States
Main Phone: 972-820-3000
Main Fax: 972-820-3036
Other Phone: 877-325-7243"
"Red Hat, Inc. (NYSE:RHT)",NYSE:RHT,379889,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.redhat.com,United States and Canada,United States,"Keilasatama 3 
Espoo, Uusimaa    02150
Finland
Main Phone: 358 2510 7800
Main Fax: 358 2510 7100
Other Phone: 800 7334 2835

C.J Hambros Plass 2c
Room 714 1st floor 
Oslo, Oslo    0164
Norway
Main Phone: 47 93 46 66 24
Other Phone: 46 85 05 75 611

Milford, Connecticut
United States

Delaware
United States

Headquarters
100 East Davie Street 
Raleigh, North Carolina    27601
United States
Main Phone: 919-754-3700","Headquarters
100 East Davie Street 
Raleigh, North Carolina    27601
United States
Main Phone: 919-754-3700"
"Reis, Inc. (NasdaqGS:REIS)",NasdaqGS:REIS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.reis.com,United States and Canada,United States,"Headquarters
1185 Avenue of the Americas 
New York, New York    10036
United States
Main Phone: 212-921-1122
Main Fax: 212-421-7442
Other Phone: 800-366-7347","Headquarters
1185 Avenue of the Americas 
New York, New York    10036
United States
Main Phone: 212-921-1122
Main Fax: 212-421-7442
Other Phone: 800-366-7347"
RELM Wireless Corporation (AMEX:RWC),AMEX:RWC,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.relm.com,United States and Canada,United States,"Headquarters
7100 Technology Drive 
West Melbourne, Florida    32904
United States
Main Phone: 321-984-1414
Main Fax: 321-984-0168","Headquarters
7100 Technology Drive 
West Melbourne, Florida    32904
United States
Main Phone: 321-984-1414
Main Fax: 321-984-0168"
"Remark Holdings, Inc. (NasdaqCM:MARK)",NasdaqCM:MARK,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.remarkmedia.com,United States and Canada,United States,"Headquarters
3960 Howard Hughes Parkway
Suite 900 
Las Vegas, Nevada    89169
United States
Main Phone: 702-701-9514","Headquarters
3960 Howard Hughes Parkway
Suite 900 
Las Vegas, Nevada    89169
United States
Main Phone: 702-701-9514"
Research Frontiers Incorporated (NasdaqCM:REFR),NasdaqCM:REFR,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.smartglass.com,United States and Canada,United States,"Headquarters
240 Crossways Park Drive 
Woodbury, New York    11797
United States
Main Phone: 516-364-1902
Main Fax: 516-364-3798","Headquarters
240 Crossways Park Drive 
Woodbury, New York    11797
United States
Main Phone: 516-364-1902
Main Fax: 516-364-3798"
Resonant Inc. (NasdaqCM:RESN),NasdaqCM:RESN,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.resonant.com,United States and Canada,United States,"Headquarters
110 Castilian Drive
Suite 100 
Goleta, California    93117
United States
Main Phone: 805-308-9803","Headquarters
110 Castilian Drive
Suite 100 
Goleta, California    93117
United States
Main Phone: 805-308-9803"
"RF Industries, Ltd. (NasdaqGM:RFIL)",NasdaqGM:RFIL,-,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.rfindustries.com,United States and Canada,United States,"Headquarters
Building 6000
7610 Miramar Road 
San Diego, California    92126
United States
Main Phone: 858-549-6340
Main Fax: 858-549-6345
Other Phone: 800-233-1728","Headquarters
Building 6000
7610 Miramar Road 
San Diego, California    92126
United States
Main Phone: 858-549-6340
Main Fax: 858-549-6345
Other Phone: 800-233-1728"
"Richardson Electronics, Ltd. (NasdaqGS:RELL)",NasdaqGS:RELL,102006,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.rell.com,United States and Canada,United States,"3 Oakwood Road 
Lincoln    LN6 3LH
United Kingdom
Main Phone: 44 (01522) 501200
Main Fax: 44 (01522) 501866

Delaware
United States

Headquarters
40W267 Keslinger Road
PO Box 393 
LaFox, Illinois    60147
United States
Main Phone: 630-208-2200
Main Fax: 630-208-2550","Headquarters
40W267 Keslinger Road
PO Box 393 
LaFox, Illinois    60147
United States
Main Phone: 630-208-2200
Main Fax: 630-208-2550"
"Rimini Street, Inc. (NasdaqCM:RMNI)",NasdaqCM:RMNI,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.riministreet.com,United States and Canada,United States,"Headquarters
3993 Howard Hughes Parkway
Suite 500 
Las Vegas, Nevada    89169
United States
Main Phone: 702-839-9671
Main Fax: 702-973-7491
Other Phone: 888-870-9692","Headquarters
3993 Howard Hughes Parkway
Suite 500 
Las Vegas, Nevada    89169
United States
Main Phone: 702-839-9671
Main Fax: 702-973-7491
Other Phone: 888-870-9692"
"RingCentral, Inc. (NYSE:RNG)",NYSE:RNG,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.ringcentral.com,United States and Canada,United States,"Headquarters
20 Davis Drive 
Belmont, California    94002
United States
Main Phone: 650-472-4100
Main Fax: 650-472-4100
Other Phone: 888-528-7464","Headquarters
20 Davis Drive 
Belmont, California    94002
United States
Main Phone: 650-472-4100
Main Fax: 650-472-4100
Other Phone: 888-528-7464"
RMG Networks Holding Corporation (NasdaqCM:RMGN),NasdaqCM:RMGN,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.rmgnetworks.com,United States and Canada,United States,"Headquarters
15301 Dallas Parkway
Suite 500
Addison 
Dallas, Texas    75001
United States
Main Phone: 800-827-9666","Headquarters
15301 Dallas Parkway
Suite 500
Addison 
Dallas, Texas    75001
United States
Main Phone: 800-827-9666"
Rogers Corporation (NYSE:ROG),NYSE:ROG,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.rogerscorp.com,United States and Canada,United States,"Headquarters
2225 West Chandler Boulevard 
Chandler, Arizona    85224
United States
Main Phone: 480-917-6000
Main Fax: 480-917-6049
Other Phone: 877-643-7701

PO Box 188 
Rogers, Connecticut
United States","Headquarters
2225 West Chandler Boulevard 
Chandler, Arizona    85224
United States
Main Phone: 480-917-6000
Main Fax: 480-917-6049
Other Phone: 877-643-7701"
Rosetta Stone Inc. (NYSE:RST),NYSE:RST,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.rosettastone.com,United States and Canada,United States,"135 West Market Street 
Harrisonburg, Virginia    22801
United States
Main Phone: 540-432-6166

Headquarters
1621 North Kent Street
Suite 1200 
Arlington, Virginia    22209
United States
Main Phone: 703-387-5800","Headquarters
1621 North Kent Street
Suite 1200 
Arlington, Virginia    22209
United States
Main Phone: 703-387-5800"
"Rubicon Technology, Inc. (NasdaqCM:RBCN)",NasdaqCM:RBCN,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.rubicontechnology.com,United States and Canada,United States,"Headquarters
900 East Green Street
Unit A 
Bensenville, Illinois    60106
United States
Main Phone: 847-295-7000
Main Fax: 847-295-7555","Headquarters
900 East Green Street
Unit A 
Bensenville, Illinois    60106
United States
Main Phone: 847-295-7000
Main Fax: 847-295-7555"
"Rudolph Technologies, Inc. (NYSE:RTEC)",NYSE:RTEC,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.rudolphtech.com,United States and Canada,United States,"Headquarters
16 Jonspin Road 
Wilmington, Massachusetts    01887
United States
Main Phone: 978-253-6200
Main Fax: 978-658-6349","Headquarters
16 Jonspin Road 
Wilmington, Massachusetts    01887
United States
Main Phone: 978-253-6200
Main Fax: 978-658-6349"
Sabre Corporation (NasdaqGS:SABR),NasdaqGS:SABR,602766,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.sabre.com,United States and Canada,United States,"Headquarters
3150 Sabre Drive 
Southlake, Texas    76092
United States
Main Phone: 682-605-1000

301 Commerce Street
Suite 3300 
Fort Worth, Texas    76102
United States
Main Phone: 817-871-4000","Headquarters
3150 Sabre Drive 
Southlake, Texas    76092
United States
Main Phone: 682-605-1000"
"Salesforce.com, inc. (NYSE:CRM)",NYSE:CRM,548807,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.salesforce.com,United States and Canada,United States,"Headquarters
The Landmark @ One Market
Suite 300 
San Francisco, California    94105
United States
Main Phone: 415-901-7000
Main Fax: 415-901-7040
Other Phone: 800-667-6389

111 West Illinois Street 
Chicago, Illinois    60654
United States
Main Phone: 312-288-3600

1095 Avenue of the Americas
17th Floor 
New York, New York    10036
United States
Main Phone: 212-634-8068","Headquarters
The Landmark @ One Market
Suite 300 
San Francisco, California    94105
United States
Main Phone: 415-901-7000
Main Fax: 415-901-7040
Other Phone: 800-667-6389"
Sanmina Corporation (NasdaqGS:SANM),NasdaqGS:SANM,303250,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.sanmina.com,United States and Canada,United States,"Headquarters
2700 North First Street 
San Jose, California    95134
United States
Main Phone: 408-964-3500
Main Fax: 408-964-3440

Delaware
United States","Headquarters
2700 North First Street 
San Jose, California    95134
United States
Main Phone: 408-964-3500
Main Fax: 408-964-3440"
"ScanSource, Inc. (NasdaqGS:SCSC)",NasdaqGS:SCSC,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.scansource.com,United States and Canada,United States,"Headquarters
6 Logue Court 
Greenville, South Carolina    29615
United States
Main Phone: 864-288-2432
Other Phone: 800-944-2432","Headquarters
6 Logue Court 
Greenville, South Carolina    29615
United States
Main Phone: 864-288-2432
Other Phone: 800-944-2432"
"Schmitt Industries, Inc. (NasdaqCM:SMIT)",NasdaqCM:SMIT,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.schmitt-ind.com,United States and Canada,United States,"Headquarters
2765 NW Nicolai Street 
Portland, Oregon    97210
United States
Main Phone: 503-227-7908
Main Fax: 503-223-1258","Headquarters
2765 NW Nicolai Street 
Portland, Oregon    97210
United States
Main Phone: 503-227-7908
Main Fax: 503-223-1258"
Science Applications International Corporation (NYSE:SAIC),NYSE:SAIC,568191,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.saic.com,United States and Canada,United States,"Street 200
1355 London Bridge Road 
Virginia Beach, Virginia    23453-3103
United States

Headquarters
12010 Sunset Hills Road 
Reston, Virginia    20190
United States
Main Phone: 703-676-4300","Headquarters
12010 Sunset Hills Road 
Reston, Virginia    20190
United States
Main Phone: 703-676-4300"
"SeaChange International, Inc. (NasdaqGS:SEAC)",NasdaqGS:SEAC,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.schange.com,United States and Canada,United States,"Headquarters
50 Nagog Park 
Acton, Massachusetts    01720
United States
Main Phone: 978-897-0100","Headquarters
50 Nagog Park 
Acton, Massachusetts    01720
United States
Main Phone: 978-897-0100"
SecureWorks Corp. (NasdaqGS:SCWX),NasdaqGS:SCWX,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.secureworks.com,United States and Canada,United States,"Headquarters
One Concourse Parkway NE
Suite 500 
Atlanta, Georgia    30328
United States
Main Phone: 404-327-6339","Headquarters
One Concourse Parkway NE
Suite 500 
Atlanta, Georgia    30328
United States
Main Phone: 404-327-6339"
Semtech Corporation (NasdaqGS:SMTC),NasdaqGS:SMTC,342945,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.semtech.com,United States and Canada,United States,"Headquarters
200 Flynn Road 
Camarillo, California    93012
United States
Main Phone: 805-498-2111
Main Fax: 805-498-3804","Headquarters
200 Flynn Road 
Camarillo, California    93012
United States
Main Phone: 805-498-2111
Main Fax: 805-498-3804"
"ServiceNow, Inc. (NYSE:NOW)",NYSE:NOW,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.servicenow.com,United States and Canada,United States,"Headquarters
2225 Lawson Lane 
Santa Clara, California    95054
United States
Main Phone: 408-501-8550","Headquarters
2225 Lawson Lane 
Santa Clara, California    95054
United States
Main Phone: 408-501-8550"
"ServiceSource International, Inc. (NasdaqGS:SREV)",NasdaqGS:SREV,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.servicesource.com,United States and Canada,United States,"Headquarters
717 17th Street
5th Floor 
Denver, Colorado    80202
United States
Main Phone: 720-889-8500","Headquarters
717 17th Street
5th Floor 
Denver, Colorado    80202
United States
Main Phone: 720-889-8500"
"SharpSpring, Inc. (NasdaqCM:SHSP)",NasdaqCM:SHSP,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,sharpspring.com,United States and Canada,United States,"Headquarters
550 SW 2nd Avenue 
Gainesville, Florida    32601
United States
Main Phone: 888-428-9605","Headquarters
550 SW 2nd Avenue 
Gainesville, Florida    32601
United States
Main Phone: 888-428-9605"
Shopify Inc. (NYSE:SHOP),NYSE:SHOP,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.shopify.ca,United States and Canada,Canada,"Headquarters
150 Elgin Street
8th Floor 
Ottawa, Ontario    K2P 1L4
Canada
Main Phone: 613-241-2828

80 Spadina Avenue, 4th Floor 
Toronto, Ontario    M5V 2J4
Canada","Headquarters
150 Elgin Street
8th Floor 
Ottawa, Ontario    K2P 1L4
Canada
Main Phone: 613-241-2828"
"ShotSpotter, Inc. (NasdaqCM:SSTI)",NasdaqCM:SSTI,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.shotspotter.com,United States and Canada,United States,"Headquarters
7979 Gateway Boulevard
Suite 210 
Newark, California    94560
United States
Main Phone: 510-794-3100
Main Fax: 650-887-2106","Headquarters
7979 Gateway Boulevard
Suite 210 
Newark, California    94560
United States
Main Phone: 510-794-3100
Main Fax: 650-887-2106"
"Shutterstock, Inc. (NYSE:SSTK)",NYSE:SSTK,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.shutterstock.com,United States and Canada,United States,"Headquarters
Empire State Building
21st Floor
350 Fifth Avenue 
New York, New York    10118
United States
Main Phone: 646-710-3417","Headquarters
Empire State Building
21st Floor
350 Fifth Avenue 
New York, New York    10118
United States
Main Phone: 646-710-3417"
"Sierra Wireless, Inc. (TSX:SW)",TSX:SW,-,Information Technology (Primary),Public Company,-,"NasdaqGS:SWIR
Company: Sierra Wireless, Inc.
(IQT2650358) - Nasdaq Global Select (NasdaqGS)",www.sierrawireless.com,United States and Canada,Canada,"Headquarters
13811 Wireless Way 
Richmond, British Columbia    V6V 3A4
Canada
Main Phone: 604-231-1100
Main Fax: 604-231-1109

Richmond, British Columbia
Canada","Headquarters
13811 Wireless Way 
Richmond, British Columbia    V6V 3A4
Canada
Main Phone: 604-231-1100
Main Fax: 604-231-1109"
"Sigma Designs, Inc. (NasdaqGS:SIGM)",NasdaqGS:SIGM,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.sigmadesigns.com,United States and Canada,United States,"Headquarters
47467 Fremont Boulevard 
Fremont, California    94538
United States
Main Phone: 510-897-0200
Main Fax: 510-897-0350","Headquarters
47467 Fremont Boulevard 
Fremont, California    94538
United States
Main Phone: 510-897-0200
Main Fax: 510-897-0350"
"SigmaTron International, Inc. (NasdaqCM:SGMA)",NasdaqCM:SGMA,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.sigmatronintl.com,United States and Canada,United States,"Headquarters
2201 Landmeier Road 
Elk Grove Village, Illinois    60007
United States
Main Phone: 847-956-8000","Headquarters
2201 Landmeier Road 
Elk Grove Village, Illinois    60007
United States
Main Phone: 847-956-8000"
Silicon Laboratories Inc. (NasdaqGS:SLAB),NasdaqGS:SLAB,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.silabs.com,United States and Canada,United States,"Suite 409
Korea City Air Terminal
159-6, Samsung-dong 
Seoul    135-728
South Korea
Main Phone: 82 2 551 8600

Headquarters
400 West Cesar Chavez 
Austin, Texas    78701
United States
Main Phone: 512-416-8500
Main Fax: 512-416-9669
Other Phone: 877-444-3032

Delaware
United States","Headquarters
400 West Cesar Chavez 
Austin, Texas    78701
United States
Main Phone: 512-416-8500
Main Fax: 512-416-9669
Other Phone: 877-444-3032"
"Silver Spring Networks, Inc. (NYSE:SSNI)",NYSE:SSNI,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.silverspringnet.com,United States and Canada,United States,"555 Broadway Street 
Redwood City, California    94063
United States
Main Phone: 650-298-4200
Main Fax: 650-363-5240
Other Phone: 866-204-0200

Headquarters
230 West Tasman Drive 
San Jose, California    95134
United States
Main Phone: 669-770-4000
Main Fax: 886-776-0015
Other Phone: 866-204-0200","Headquarters
230 West Tasman Drive 
San Jose, California    95134
United States
Main Phone: 669-770-4000
Main Fax: 886-776-0015
Other Phone: 866-204-0200"
"SilverSun Technologies, Inc. (NasdaqCM:SSNT)",NasdaqCM:SSNT,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.silversuntech.com,United States and Canada,United States,"Headquarters
5 Regent Street
Suite 520 
Livingston, New Jersey    07039
United States
Main Phone: 973-396-1720
Main Fax: 973-758-6120","Headquarters
5 Regent Street
Suite 520 
Livingston, New Jersey    07039
United States
Main Phone: 973-396-1720
Main Fax: 973-758-6120"
"SITO Mobile, Ltd. (NasdaqCM:SITO)",NasdaqCM:SITO,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.sitomobile.com,United States and Canada,United States,"Headquarters
100 Town Square Place
Suite 204 
Jersey City, New Jersey    07310
United States
Main Phone: 201-275-0555","Headquarters
100 Town Square Place
Suite 204 
Jersey City, New Jersey    07310
United States
Main Phone: 201-275-0555"
"Skyworks Solutions, Inc. (NasdaqGS:SWKS)",NasdaqGS:SWKS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.skyworksinc.com,United States and Canada,United States,"4311 Jamboree Drive 
Newport Beach, California    92660
United States
Main Phone: 949-483-4600

Delaware
United States

Headquarters
20 Sylvan Road 
Woburn, Massachusetts    01801
United States
Main Phone: 781-376-3000","Headquarters
20 Sylvan Road 
Woburn, Massachusetts    01801
United States
Main Phone: 781-376-3000"
"SMART Global Holdings, Inc. (NasdaqGS:SGH)",NasdaqGS:SGH,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.smartm.com,United States and Canada,United States,"Headquarters
39870 Eureka Drive 
Newark, California    94560
United States
Main Phone: 510-623-1231
Main Fax: 510-623-1434","Headquarters
39870 Eureka Drive 
Newark, California    94560
United States
Main Phone: 510-623-1231
Main Fax: 510-623-1434"
"Smith Micro Software, Inc. (NasdaqCM:SMSI)",NasdaqCM:SMSI,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.smithmicro.com,United States and Canada,United States,"Headquarters
51 Columbia 
Aliso Viejo, California    92656
United States
Main Phone: 949-362-5800
Main Fax: 949-362-2300

877 Cedar Street
Suite 147 
Santa Cruz, California    95060
United States","Headquarters
51 Columbia 
Aliso Viejo, California    92656
United States
Main Phone: 949-362-5800
Main Fax: 949-362-2300"
SMTC Corporation (NasdaqGM:SMTX),NasdaqGM:SMTX,337481,Information Technology (Primary),Public Company,Nasdaq Global Market (NasdaqGM),-,www.smtc.com,United States and Canada,Canada,"Headquarters
635 Hood Road 
Markham, Ontario    L3R 4N6
Canada
Main Phone: 905-479-1810
Main Fax: 905-479-1877
Other Phone: 905-413-122

2302 Trade Zone Blvd 
San Jose, California    95131
United States
Main Phone: 905-413-1223

Delaware
United States","Headquarters
635 Hood Road 
Markham, Ontario    L3R 4N6
Canada
Main Phone: 905-479-1810
Main Fax: 905-479-1877
Other Phone: 905-413-122"
Snap Inc. (NYSE:SNAP),NYSE:SNAP,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.snap.com,United States and Canada,United States,"Headquarters
63 Market Street 
Venice, California    90291
United States
Main Phone: 310-399-3339","Headquarters
63 Market Street 
Venice, California    90291
United States
Main Phone: 310-399-3339"
"Socket Mobile, Inc. (NasdaqCM:SCKT)",NasdaqCM:SCKT,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.socketmobile.com,United States and Canada,United States,"Headquarters
39700 Eureka Drive 
Newark, California    94560
United States
Main Phone: 510-933-3000","Headquarters
39700 Eureka Drive 
Newark, California    94560
United States
Main Phone: 510-933-3000"
"Sonic Foundry, Inc. (NasdaqCM:SOFO)",NasdaqCM:SOFO,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.sonicfoundry.com,United States and Canada,United States,"Headquarters
222 West Washington Avenue 
Madison, Wisconsin    53703
United States
Main Phone: 608-443-1600","Headquarters
222 West Washington Avenue 
Madison, Wisconsin    53703
United States
Main Phone: 608-443-1600"
"Sonus Networks, Inc. (NasdaqGS:SONS)",NasdaqGS:SONS,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.sonus.net,United States and Canada,United States,"Headquarters
4 Technology Park Drive 
Westford, Massachusetts    01886
United States
Main Phone: 978-614-8100","Headquarters
4 Technology Park Drive 
Westford, Massachusetts    01886
United States
Main Phone: 978-614-8100"
"Spark Networks, Inc. (AMEX:LOV)",AMEX:LOV,-,Information Technology (Primary),Public Company,NYSE MKT LLC (AMEX),-,www.spark.net,United States and Canada,United States,"1 Sapir Street
Hertzelia Pituach 
Herzliya    46733
Israel
Main Phone: 972 9 970 1700

24/26 Arcadia Avenue
Finchley Central 
London, Greater London    N3 2JU
United Kingdom
Main Phone: 44 20 8349 7228
Main Fax: 44 20 8349 7229

5252 Edgewood Drive
Suite 225 
Provo, Utah    84604
United States
Main Phone: 801-377-6411
Main Fax: 801-377-6332

Headquarters
11150 Santa Monica Boulevard
Suite 600 
Los Angeles, California    90025
United States
Main Phone: 310-893-0550
Main Fax: 866-945-5209
Other Phone: 323-658-3000

122 West 27th Street
12th Floor 
New York, New York    10010
United States
Main Phone: 646-435-8264","Headquarters
11150 Santa Monica Boulevard
Suite 600 
Los Angeles, California    90025
United States
Main Phone: 310-893-0550
Main Fax: 866-945-5209
Other Phone: 323-658-3000"
Sphere 3D Corp. (NasdaqCM:ANY),NasdaqCM:ANY,-,Information Technology (Primary),Public Company,Nasdaq Capital Market (NasdaqCM),-,www.sphere3d.com,United States and Canada,Canada,"Headquarters
240 Matheson Boulevard East 
Mississauga, Ontario    L4Z 1X1
Canada
Main Phone: 416-749-5999
Main Fax: 905-282-9966","Headquarters
240 Matheson Boulevard East 
Mississauga, Ontario    L4Z 1X1
Canada
Main Phone: 416-749-5999
Main Fax: 905-282-9966"
Splunk Inc. (NasdaqGS:SPLK),NasdaqGS:SPLK,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.splunk.com,United States and Canada,United States,"Headquarters
250 Brannan Street 
San Francisco, California    94107
United States
Main Phone: 415-848-8400
Main Fax: 415-568-4259","Headquarters
250 Brannan Street 
San Francisco, California    94107
United States
Main Phone: 415-848-8400
Main Fax: 415-568-4259"
"SPS Commerce, Inc. (NasdaqGS:SPSC)",NasdaqGS:SPSC,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.spscommerce.com,United States and Canada,United States,"Headquarters
333 South Seventh Street
Suite 1000 
Minneapolis, Minnesota    55402
United States
Main Phone: 612-435-9400
Main Fax: 612-435-9401
Other Phone: 866-245-8100","Headquarters
333 South Seventh Street
Suite 1000 
Minneapolis, Minnesota    55402
United States
Main Phone: 612-435-9400
Main Fax: 612-435-9401
Other Phone: 866-245-8100"
"Square, Inc. (NYSE:SQ)",NYSE:SQ,-,Information Technology (Primary),Public Company,New York Stock Exchange (NYSE),-,www.squareup.com,United States and Canada,United States,"Headquarters
1455 Market Street
Suite 600 
San Francisco, California    94103
United States
Main Phone: 415-375-3176","Headquarters
1455 Market Street
Suite 600 
San Francisco, California    94103
United States
Main Phone: 415-375-3176"
"SS&C Technologies Holdings, Inc. (NasdaqGS:SSNC)",NasdaqGS:SSNC,570230,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.ssctech.com,United States and Canada,United States,"Headquarters
80 Lamberton Road 
Windsor, Connecticut    06095
United States
Main Phone: 860-298-4500
Other Phone: 800-234-0556","Headquarters
80 Lamberton Road 
Windsor, Connecticut    06095
United States
Main Phone: 860-298-4500
Other Phone: 800-234-0556"
Stamps.com Inc. (NasdaqGS:STMP),NasdaqGS:STMP,-,Information Technology (Primary),Public Company,Nasdaq Global Select (NasdaqGS),-,www.stamps.com,United States and Canada,United States,"Headquarters
1990 East Grand Avenue 
El Segundo, California    90245
United States
Main Phone: 310-482-5800","Headquarters
1990 East Grand Avenue 
El Segundo, California    90245
United States
Main Phone: 310-482-5800"
